CocState,CoC,Coc\ID,HudNum,year,Organization ID,Organization Name,Project ID,Project Name,Project Type,Bed Type,Geo Code,Inventory Type,Target Population A,Target Population B,address1,city,state,zip,Beds HH w/ Children,Units HH w/ Children,HMIS Beds HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,HMIS Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,HMIS Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Total Beds,Updated On,notes,projectNotes
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],101507,UCAN DC-OHCS-SHAP-Casa de Belen-SHELTERPOINT(5752) [ROCC],TH,,419019,C,SMF+HC,NA,1199 NE Grandview,Roseburg,OR,97470,14,7,14,0,0,,21,21,0,0,,0,0,,35,,,,,35,4/17/18 15:10,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28533,UCAN-DC - Crestview South - PH-OPH SHELTERPOINT (3498) [ROCC],OPH,,419019,C,HC,NA,280 Kenneth Ford Dr,Roseburg,OR,97470,20,3,20,0,0,,0,0,0,0,,0,0,,20,,,,,20,3/19/18 17:36,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28548,UCAN-DC - Crestview Terrace - TH - SHELTERPOINT (3475) [ROCC],TH,,419019,C,SMF+HC,NA,1010 Crescent,Roseburg,OR,97470,3,1,3,0,0,,8,8,0,0,,0,0,,11,,,,,11,4/3/18 17:28,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28537,UCAN-DC - Esperanza - PH-OPH SHELTERPOINT (3514) [ROCC],OPH,,419019,C,HC,NA,2901 NE Dorwin,Roseburg,OR,97470,14,5,14,0,0,,2,2,0,0,,0,0,,16,,,,,16,3/19/18 17:38,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28536,UCAN-DC - Grandview Homes PSH - SHELTERPOINT (3474) [ROCC],PSH,,419019,C,HC,NA,805 - 825 NE Huntley,Roseburg,OR,97470,25,9,25,0,0,0,0,0,0,0,0,0,0,0,25,,,,,25,3/19/18 18:57,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28540,UCAN-DC - Liberty Point - PH-OPH SHELTERPOINT (3508) [ROCC],OPH,,419019,C,HC,NA,222 - 232 SE Gregory St,Douglas,OR,97470,22,6,22,0,0,,0,0,0,0,,0,0,,22,,,,,22,3/19/18 17:39,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28541,UCAN-DC - Madison Place - PH-OPH SHELTERPOINT(3509)  [ROCC],OPH,,419019,C,SMF+HC,NA,588 E Central,Sutherlin,OR,97479,2,1,2,0,0,,5,5,0,0,,0,0,,7,,,,,7,3/19/18 17:40,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28549,UCAN-DC - Mariposa Village - TH - SHELTERPOINT(3500) [ROCC],TH,,419019,C,HC,NA,272 - 288 SE Gregory,Winston,OR,97495,22,9,22,0,0,,0,0,0,0,,0,0,,22,,,,,22,3/14/18 19:26,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28550,UCAN-DC - New Vista Village - TH - SHELTERPOINT(3499) [ROCC],TH,,419019,C,HC,NA,290 - 302 SE Gregory St,Winston,OR,97496,18,7,18,0,0,,0,0,0,0,,0,0,,18,,,,,18,3/14/18 19:28,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28543,UCAN-DC - Rural Oregon Leasing and Support II PSH - SHELTERPOINT (3471) [ROCC],PSH,,419019,C,SMF+HC,NA,280 Kenneth Ford Dr,Roseburg,OR,97470,2,1,2,0,0,0,2,2,0,0,0,0,0,0,4,,,,,4,3/19/18 18:58,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],94588,UCAN-DC - SSVF - RRH (3846) [ROCC],RRH,,419019,C,SMF,NA,280 Kenneth Ford Dr,Roseburg,OR,97470,4,1,4,4,0,,1,1,1,0,,0,0,,5,,,,,5,3/28/18 14:12,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],37791,UCAN-DC - Trillium Terrace PSH - SHELTERPOINT(3513) [ROCC],PSH,,419019,C,HC,NA,2970 W Toby Court,Roseburg,OR,97471,22,8,22,0,0,0,0,0,0,0,0,0,0,0,22,,,,,22,3/19/18 18:59,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],37792,UCAN-HIC-DC-New Dawn Terrace - TH (4051) [ROCC],TH,,419019,C,SFHC,DV,2754 NE DOUGLAS AVE,ROSEBURG,OR,97470,17,5,,0,0,,0,,0,0,,0,,,17,,,,,17,3/14/18 19:29,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28547,UCAN-HIC-DC-Orchard Knolls VA - HADCO - TH (4054) [ROCC],TH,,419019,C,SMF,NA,1401 Veterans Way,Roseburg,OR,97470,0,0,0,0,0,,65,0,0,0,,0,0,,65,,,,,65,3/14/18 19:31,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],109995,UCAN-HIC-DC-Roseburg Rescue Mission - ES (4055) [ROCC],ES,F,419019,C,SM,NA,752 SE PINE ST,ROSEBURG,OR,97470,0,0,0,0,0,,66,0,0,0,,0,0,,66,0,0,,,66,4/3/18 16:48,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28555,UCAN-HIC-DC-Safe Haven - ES (4056) [ROCC],ES,F,419019,C,SFHC,NA,110 Camino Francisco,Roseburg,OR,97470,2,2,0,0,0,,10,0,0,0,,0,0,,12,0,0,,,12,4/3/18 17:01,This agency did not turn in PIT Forms this year to United Community Action Network.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28557,UCAN-HIC-DC-Samaritan Inn - ES (4057) [ROCC],ES,F,419019,C,SFHC,NA,752 SE Pine St,Roseburg,OR,97470,35,7,0,0,0,,14,0,0,0,,0,0,,49,0,0,,,49,3/13/18 14:48,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28569,UCAN-HIC-JC-Freedom House - TH (4050) [ROCC],TH,,419033,C,SFHC,NA,1055 SE Clarey Ave,Grants Pass,OR,97526,14,6,0,0,0,,4,0,0,0,,0,0,,18,,,,,18,3/14/18 19:38,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],55653,UCAN-HIC-JC-Options-North Glen - TH (4407) [ROCC],TH,,419033,C,SMF,NA,1055 SE Clarey Ave,Grants Pass,OR,97526,0,0,0,0,0,,5,0,0,0,,0,0,,5,,,,,5,3/14/18 19:39,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],110058,UCAN-HIC-JC-Options-South Glen - TH (6401) [ROCC],TH,,419033,N,SMF,NA,1630 CARNAHAN DR,GRANTS PASS,OR,97527,0,0,0,0,0,,6,0,0,0,,0,0,,6,,,,,6,3/14/18 19:44,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],110427,UCAN-HIC-JC-OSO Manzanita - PH (4907) [ROCC],PSH,,419033,C,SMF,NA,201 NE 8TH ST,GRANTS PASS,OR,97526,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,,,,,7,3/27/18 18:19,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28575,UCAN-JC - CARE for Independent Living PSH - SHELTERPOINT(3472) [ROCC],PSH,,419033,C,SMF+HC,NA,201 NE 8TH ST,GRANTS PASS,OR,97526,4,2,4,0,0,0,2,2,0,0,2,0,0,0,6,,,,,6,7/26/18 9:37,"Due to the match requirement and most participants having some form of income, more households have been able to be assisted. Some were for a short period of time such as deposit only and others have been on for a longer time.",
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28559,UCAN-JC - Community Corrections - Ferguson House - TH - SHELTERPOINT(3635) [ROCC],TH,,419033,C,SM,NA,314 NW 4th,Grant Pass,OR,97526,0,0,0,0,0,,11,11,0,0,,0,0,,11,,,,,11,4/3/18 17:32,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],37797,UCAN-JC - Lillis House - TH - SHELTERPOINT(3636) [ROCC],TH,,419019,C,SM,NA,315 NW D St,Grants Pass,OR,97526,0,0,0,0,0,,6,6,0,0,,0,0,,6,,,,,6,3/14/18 19:47,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],90820,UCAN-JC - Rent and Support RRH - SHELTERPOINT (3473) [ROCC],RRH,,419033,C,SMF+HC,NA,201 NE 8th St,Grants Pass,OR,97526,35,11,35,0,0,,8,8,0,0,,0,0,,43,,,,,43,3/28/18 14:15,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],86616,UCAN-JC - Rural Oregon Leasing and Support II PSH - SHELTERPOINT (4578) [ROCC,PSH,,419033,C,HC,NA,125 NE MANZANITA AVE,GRANTS PASS,OR,97526,3,1,3,0,0,0,0,0,0,0,0,0,0,0,3,,,,,3,3/19/18 19:07,"Due to the match requirement and most participants having some form of income, more households have been able to be assisted. Some were for a short period of time such as deposit only and others have been on for longer terms of assistance.",
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],90980,UCAN-JC - SSVF - RRH (3847) [ROCC],RRH,,419033,C,SMHC,NA,201 NE 8TH ST,GRANTS PASS,OR,97526,7,2,7,7,0,,5,5,5,0,,0,0,,12,,,,,12,3/28/18 14:22,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],90821,UCAN-JC-OHCS-ESGP2015-RRH-RA(5032) [ROCC],RRH,,419033,C,SMF+HC,NA,201 NE 8th St,Grants Pass,OR,97526,0,0,0,0,0,,1,1,0,0,,0,0,,1,,,,,1,3/28/18 14:13,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],103434,UCAN-JC-OHCS-ESGP2016-RRH-RA(5533) [ROCC],RRH,,419033,N,SMHC,NA,201 NE 8th St,Grants Pass,OR,97526,3,1,3,0,0,,5,5,0,0,,0,0,,8,,,,,8,3/28/18 14:14,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],28556,UCAN-JC-SHAP - ES (4328) [ROCC],ES,F,419019,C,SMF+HC,NA,752 Pine St,Roseburg,OR,97470,0,0,0,0,0,,1,0,0,0,,0,0,,1,0,0,,,1,4/3/18 16:53,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],110495,YCAP - ESO - YA - SSVF - C2015-OR-505A - RRH (5047) [ROOC],RRH,,419071,C,SMF+HC,NA,800 NE 2ND ST,McMinniville,OR,97128,16,6,16,16,0,,14,0,14,0,,0,0,,30,,,,,30,3/28/18 14:35,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],110496,YCAP - Homeless Prevention and Shelter Diversion - RRH (5767) [ROCC],RRH,,419071,C,SMF,NA,800 NE 2ND ST,MCMINNVILLE,OR,97128,0,0,0,0,0,,2,2,0,0,,0,0,,2,,,,,2,3/28/18 14:32,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],110176,YCAP - Yam - CoC Open Door Housing - PSH - SHELTERPOINT (6177)  [ROCC],PSH,,419071,N,SMF+HC,NA,800 E 2ND ST,YAMHILL,OR,97148,4,2,4,0,0,0,2,2,0,0,0,0,0,0,6,,,,,6,3/19/18 19:15,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],28725,YCAP - Yam - CoC ROLS - PH-OPH SHELTERPOINT (3478) [ROCC],PSH,,419071,C,SMF,NA,800 NE 2nd St,MCMinnville,OR,97128,12,12,12,0,0,0,6,6,0,0,0,0,0,0,18,,,,,18,3/19/18 19:17,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],28724,YCAP - Yam - CoC STAB (Stabilization) - RRH -SHELTERPOINT (3479) [ROCC],RRH,,419071,C,SMF+HC,NA,1317 NE DUSTIN CT,MCMINNVILLE,OR,97128,15,4,15,0,0,,1,1,0,0,,0,0,,16,,,,,16,3/28/18 14:24,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],29506,YCAP - Yam - SS (Shelter Services) - ES -SHELTERPOINT (3477) [ROCC],ES,F,419071,C,SMF+HC,NA,1317 NE Dustin Court,Mcminnville,OR,97128,30,11,30,0,0,,2,2,0,0,,0,0,,32,0,0,,,32,4/3/18 16:55,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],28719,YCAP-HIC - Yam - Gospel Mission Shelter - ES (4156) [ROCC],ES,F,419071,C,SMHC,NA,1340 NE Logan St,McMinnville,OR,97128,16,3,0,0,0,,22,0,0,0,,0,0,,38,0,0,,,38,4/6/18 13:32,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],85352,YCAP-HIC - Yam - Helping Hands Men's Shelter - ES (4159) [ROCC],ES,F,419071,C,SM,NA,28480 NE WILSONVILLE RD,NEWBERG,OR,97132,0,0,0,0,0,,27,0,0,0,,0,0,,27,0,0,,,27,3/13/18 18:20,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],28714,YCAP-HIC - Yam -Rock Ranch - ES (4160) [ROCC],ES,F,419071,C,SMF+HC,NA,23800 NW Flying M Rd,Yamhill,OR,97128,16,5,0,0,0,,8,0,0,0,,0,0,,24,0,0,,,24,3/13/18 18:33,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],28707,YCAP-HIC- Yam - Blanchet House of Hospitality - ES (4161) [ROCC],ES,F,419071,C,SM,NA,11750 NE Finn Hill Loop,Carlton,OR,97111,0,0,0,0,0,,21,0,0,0,,0,0,,21,0,0,,,21,3/13/18 18:27,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],85355,YCAP-HIC- Yam - Helping Hands Women's Shelter - ES (4157) [ROCC](,ES,F,419071,C,SFHC,NA,451 NW Hill Rd,McMinnville,OR,97128,14,14,0,0,0,,0,0,0,0,,0,0,,14,0,0,,,14,4/3/18 16:58,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30830,Yamhill Community Action Partnership (3371) [ROCC],28712,YCAP-HIC- Yam - Love Inc - ES (4165) [ROCC],ES,F,419071,C,SF,NA,209 S Main St,Newberg,OR,97132,4,1,0,0,0,,7,0,0,0,,0,0,,11,0,0,,,11,3/13/18 18:31,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32753,Yamhill Community Action Partnership - Youth Services (4958) [ROCC],95692,YCAP - Youth Outreach - RHY - Basic Center Program - ES (4960) [ROCC],ES,F,419071,C,YMF,NA,719 E First Street,Newburg,OR,97132,0,0,0,0,0,,0,0,0,0,,4,4,,4,0,0,,,4,3/13/18 18:16,No client were served on the PIT night in this provider,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32753,Yamhill Community Action Partnership - Youth Services (4958) [ROCC],95720,YCAP - Youth Outreach - Transitional Living Program - TH (4966) [ROCC],TH,,419071,C,YMF,NA,719 E First Street,Newberg,OR,97132,0,0,0,0,0,,7,7,0,7,,0,0,,7,,,,,7,3/14/18 19:48,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,23360,Blanchet House of Hospitality,55213,Blanchet House (3940),TH,,411098,C,SM,NA,310 NW GLISAN ST,PORTLAND,OR,97209,0,0,0,0,0,,42,42,0,0,,0,0,,42,,,,,42,4/5/18 11:50,,New 2013
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,26400,CAP - HOPWA - CCC (2932),PSH,,411098,C,SMF,HIV,208 SW 5TH AVE,PORTLAND,OR,97204,0,0,0,0,0,0,10,10,0,0,10,0,0,0,10,,,,,10,4/20/18 10:29,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,25610,CAP - HOPWA - TBRA (2739),PSH,,411098,C,SMF+HC,HIV,208 SW 5TH AVE,PORTLAND,OR,97204,17,5,17,0,0,0,16,16,0,0,0,0,0,0,33,,,,,33,4/17/18 10:33,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,103636,CAP - HOPWA OI (2933),TH,,411098,C,SMF,HIV,520 NW DAVIS ST,PORTLAND,OR,97209,0,0,0,0,0,,2,2,0,0,,0,0,,2,,,,,2,4/26/18 14:27,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,114201,CAP - HOPWA SPNS (5938),PSH,,411098,C,SMF,HIV,520 NW DAVIS ST,PORTLAND,OR,97205,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,,,,,8,4/26/18 14:48,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,20130,CAP - OHBHI TBRA - SP(2723),PSH,,411098,C,SMF,HIV,520 NW DAVIS ST,PORTLAND,OR,97204,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,,,,,15,4/17/18 10:34,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,25616,CAP - OSSCR TBRA (2726),PSH,,411098,C,SMF+HC,HIV,208 SW 5TH AVE,PORTLAND,OR,97204,10,3,10,0,0,0,14,14,0,0,0,0,0,0,24,,,,,24,4/17/18 10:34,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,25612,CAP - RW - RRH (2732),RRH,,411098,C,SMF,HIV,208 SW 5TH AVE,PORTLAND,OR,97204,0,0,0,0,0,,3,3,0,0,,0,0,,3,,,,,3,4/10/18 11:08,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,26154,CAP - TPI Collaboration (2734),PSH,,411098,C,SMF,HIV,208 SW 5TH AVE,PORTLAND,OR,97204,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,,,,,2,4/17/18 10:35,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,59057,CAP HOPWA NHCP (2727),PSH,,411098,C,SMF,HIV,208 SW 5TH AVE,PORTLAND,OR,97204,0,0,0,0,0,0,11,11,0,0,0,0,0,0,11,,,,,11,4/17/18 10:31,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,59058,CAP HOPWA PBRA (2738),PSH,,411098,C,SMF+HC,HIV,208 SW 5TH AVE,PORTLAND,OR,97204,48,15,48,0,0,0,26,26,0,0,0,0,0,0,74,,,,,74,4/17/18 10:31,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,59061,CAP OHA H/M (5401),ES,V,411098,C,SMF,HIV,208 SW 5TH AVE,PORTLAND,OR,97204,0,0,0,0,0,,1,1,0,0,,0,0,,1,0,0,,,1,4/3/18 13:30,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1214,Cascade Aids Project,96436,CAP-Housing Integration for Healthier Outcomes (4729),PSH,,411098,C,SMF,HIV,620 SW 5TH AVE,PORTLAND,OR,97204,8,2,8,0,0,8,34,34,0,0,34,0,0,0,42,,,,,42,4/17/18 10:33,continuing to ramp up,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,15793,Cascadia - Clinton Street (3019),PSH,,411098,C,SMF,NA,2522 SE CLINTON ST,PORTLAND,OR,97202,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,,,,,15,4/27/18 15:00,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,103725,"Cascadia - HOT ISOP IHOP STRA ISEP RRH (5411, 5563, 5612,5317)",RRH,,411098,C,SMF+HC,NA,401 NE 19TH AVE,PORTLAND,OR,97232,5,1,5,0,0,,31,31,0,0,,0,0,,36,,,,,36,4/26/18 14:52,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,6394,Cascadia - Lafayette Court (3022),PSH,,411098,C,SMF,NA,8714 SE LAFAYETTE ST,PORTLAND,OR,97266,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,,,,,11,4/27/18 15:01,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,17566,Cascadia - Midland Commons (2970),PSH,,411098,C,SMF,NA,2830 SE 127TH AVE,PORTLAND,OR,97236,0,0,0,0,0,0,41,0,0,0,0,0,0,0,41,,,,,41,4/27/18 15:14,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,20275,Cascadia - OTIH (2848),PSH,,411098,C,SMF,NA,847 NE 19TH AVE,PORTLAND,OR,97232,4,1,4,0,0,4,28,28,0,0,28,0,0,0,32,,,,,32,4/17/18 10:40,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,1922,Cascadia - OTIS (2664),PSH,,411098,C,SMF,NA,847 NE 19TH AVE,PORTLAND,OR,97232,0,0,0,0,0,0,19,19,0,0,19,0,0,0,19,,,,,19,4/17/18 10:40,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,18155,Cascadia - Permanent (Special Needs) Housing Leasing (2511),PSH,,411098,C,SMF,NA,847 NE 19TH AVE,PORTLAND,OR,97232,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,,,,,2,4/17/18 10:44,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,111690,Cascadia - Royal Palm II (6054),PSH,,411098,C,SMF,NA,"310 NW Flanders St,",portland,OR,97210,0,0,0,0,0,0,25,25,0,0,25,0,0,0,25,,,,,25,4/17/18 10:44,converted from TH to PSH,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,2022,Cascadia - SPC: spccpt (3134),PSH,,419051,C,SMF+HC,NA,847 NE 19TH AVE,PORTLAND,OR,97232,0,0,0,0,0,0,71,71,0,0,62,0,0,0,71,,,,,71,4/26/18 12:25,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,13949,Cascadia - West Gresham (2975),PSH,,410564,C,SMF,NA,17257 E BURNSIDE ST,PORTLAND,OR,97233,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,,,,,6,4/27/18 15:01,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,14302,Cascadia - Woodstock Apartments (3024),PSH,,411098,C,SMF,NA,7200 SE WOODSTOCK BLVD,PORTLAND,OR,97206,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,,,,,7,4/27/18 15:01,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1217,Cascadia,105316,Cascadia- SPC Mult Co - spc6 (4917),PSH,,411098,C,SMF+HC,NA,847 NE 19TH AVE,PORTLAND,OR,97232,9,2,9,0,0,9,7,7,0,0,7,0,0,0,16,,,,,16,4/26/18 14:35,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,989,Catholic Charities,105805,Catholic Charities - RRH (5748),RRH,,411098,C,SMF+HC,NA,2740 SE POWELL BLVD,PORTLAND,OR,97202,0,0,0,0,0,,25,25,0,0,,0,0,,25,,,,,25,4/26/18 13:01,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,989,Catholic Charities,22122,catholic charities - Sacred Heart Villa (2994),PSH,,411098,C,SMF+HC,NA,3911 SE MILWAUKIE AVE,PORTLAND,OR,97202,12,4,0,0,0,0,0,0,0,0,0,0,0,0,12,,,,,12,4/27/18 15:02,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,8171,Cedar Sinai Park,24042,Cedar Sinai Park - Kehallah Housing (2991),PSH,,411098,C,SMF+HC,NA,6125 SW BOUNDARY ST,PORTLAND,OR,97221,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,5,4/27/18 15:02,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,8171,Cedar Sinai Park,2306,Cedar Sinai Park - Rose Schnitzer (formerly Clay Towers) (2996),PSH,,411098,C,SMF,NA,6140 SW BOUNDARY ST,PORTLAND,OR,97221,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,,,,,23,4/27/18 15:02,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,880,CCC - Alpha Apartments (2839),PSH,,411098,C,HC,NA,18088 SE MARKET ST,PORTLAND,OR,97233,68,23,68,0,0,0,0,0,0,0,0,0,0,0,68,,,,,68,4/20/18 10:12,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,2040,CCC - Ankeny Square (67),PSH,,411098,C,SMF,NA,204 SW 8TH AVE,PORTLAND,OR,97205,0,0,0,0,0,0,106,106,0,0,0,0,0,0,106,,,,,106,4/17/18 10:52,,Formerly the Hatfield
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,15439,CCC - Biltmore (2962),PSH,,411098,C,SMF,NA,310 NW 6TH AVE,PORTLAND,OR,97209,0,0,0,0,0,0,76,76,0,0,0,0,0,0,76,,,,,76,4/26/18 12:26,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,1548,CCC - Butte (2961),PSH,,411098,C,SMF,NA,610 NW DAVIS ST,PORTLAND,OR,97209,0,0,0,0,0,0,38,38,0,0,0,0,0,0,38,,,,,38,4/20/18 10:12,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,1846,CCC - Cambridge Court (2840),PSH,,411098,C,HC,NA,5224 N VANCOUVER AVE,PORTLAND,OR,97217,53,19,53,0,0,0,3,3,0,0,0,0,0,0,56,,,,,56,4/20/18 10:13,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,2043,CCC - Employment Recovery Program (2820),TH,,411098,C,SMF,NA,232 NW 6TH AVE,PORTLAND,OR,97209,0,0,0,0,0,,57,57,0,0,,0,0,,57,,,,,57,4/5/18 11:51,,Formerly known as Shoreline
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,103739,"CCC - Gen Rent Assis FTS STRA RRH (5408, 5897, 5565))",RRH,,411098,C,SMF,NA,415 SW ALDER ST,PORTLAND,OR,97204,0,0,0,0,0,,3,3,0,0,,0,0,,3,,,,,3,4/10/18 11:15,,
